long	lat	str1	dip1	r1	str2	dip2	r3	mo	exp	mw	code	dip	rake	dip_rake	svg
123.41	21.95	5	39	61	220	57	111	5.77	23	5.140783875	062187B	40	60	40_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_60.svg
121.04	24.12	201	33	-64	351	61	-106	6.3	23	5.166227033	062787C	35	-65	35_-65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-65.svg
125.23	4.3	203	48	119	344	49	62	4.04	24	5.704254243	070787A	50	120	50_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_120.svg
126.41	4.01	133	50	-50	261	54	-128	7.81	23	5.228434023	072087A	50	-50	50_-50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_-50.svg
125.39	4.01	347	30	73	187	61	100	2.92	24	5.610255234	072287B	30	75	30_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_75.svg
125.82	5.9	247	36	125	26	61	67	3.44	24	5.657705628	081087C	35	125	35_125	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_125.svg
121.98	9.43	327	28	-49	103	69	-109	1.58	24	5.432438058	090387B	30	-50	30_-50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_-50.svg
121.75	21.09	194	19	23	82	82	108	9.18	23	5.275228454	101487B	20	25	20_25	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_25.svg
120.21	17.04	46	24	71	247	68	98	4.94	23	5.095817966	101487D	25	70	25_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_70.svg
126.39	5.88	206	34	106	7	57	80	1.63	24	5.441458403	102387B	35	105	35_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_105.svg
127.67	4.78	35	30	141	160	72	66	1.68	26	6.783539521	102987A	30	140	30_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_140.svg
127.04	5.9	45	38	55	267	60	114	1.53	25	6.089794287	110787A	40	55	40_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_55.svg
126.99	6.82	214	31	132	347	67	68	3.2	24	5.636766652	111687A	30	130	30_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_130.svg
124.16	25.07	174	57	-166	77	79	-34	4.75	23	5.084462406	111887D	55	-165	55_-165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-165.svg
125.04	12.93	161	20	81	351	70	93	4.13	25	6.377300034	111887G	20	80	20_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_80.svg
127.4	4.16	156	17	116	309	75	82	5.31	23	5.116729681	121087A	15	115	15_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_115.svg
125.95	11.25	166	42	74	7	50	104	6.91	23	5.192985365	121187C	40	75	40_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_75.svg
120.58	23.52	79	81	173	170	83	9	8.28	23	5.245353558	121887B	80	175	80_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_175.svg
120.5	18.96	19	25	68	223	67	100	1.53	24	5.423127621	122887C	25	70	25_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_70.svg
125.58	6.38	185	43	114	333	52	69	1.65	24	5.444989296	011788B	45	115	45_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_115.svg
124.47	4.21	159	44	-130	29	58	-58	4.22	24	5.716874967	011988A	45	-130	45_-130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-130.svg
126.54	5.54	149	28	52	11	68	108	1.43	25	6.070224025	012888B	30	50	30_50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_50.svg
121.88	23.6	334	57	-147	225	63	-37	3.42	24	5.656017404	021288D	55	-145	55_-145	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-145.svg
126.65	4.36	160	42	61	17	54	113	3.66	24	5.675654057	021788C	40	60	40_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_60.svg
125.03	13.42	153	20	80	343	70	94	8.64	26	7.257675828	022488C	20	80	20_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_80.svg
124.46	13.74	113	11	34	350	84	100	2.76	24	5.593939388	022488E	10	35	10_35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_35.svg
120.48	12.36	312	17	55	169	76	100	5.35	24	5.785569188	040588A	15	55	15_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_55.svg
121.21	23.6	203	27	75	39	64	97	3.32	24	5.647425389	040788A	25	75	25_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_75.svg
120.86	13.71	206	17	-50	345	77	-101	3.25	24	5.641255574	040888A	15	-50	15_-50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_-50.svg
125.19	13.18	216	28	134	348	70	70	1.55	24	5.426887799	042488A	30	135	30_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_135.svg
121.25	23.2	56	40	117	202	55	69	1.66	24	5.446738725	042488C	40	115	40_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_115.svg
121.62	19.69	81	23	134	215	74	73	11.43	23	5.338697487	050888A	25	135	25_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_135.svg
119.81	15.05	348	43	54	213	56	119	8.58	24	5.922324859	050888B	45	55	45_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_55.svg
121.34	12.28	32	67	-168	297	79	-24	2.58	25	6.241079804	061988D	65	-170	65_-170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_-170.svg
121.88	12.44	308	50	-11	45	82	-140	3.11	24	5.628506926	062088A	50	-10	50_-10	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_-10.svg
121.04	18.78	16	31	85	202	59	93	3.67	24	5.676444043	062488A	30	85	30_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_85.svg
125.74	6.64	207	47	114	353	48	67	8.65	23	5.258010738	070588A	45	115	45_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_115.svg
126.88	5.17	256	44	167	355	81	47	11.07	24	5.996098414	071188A	45	165	45_165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_165.svg
123.62	6.69	359	34	77	195	57	98	2.49	24	5.564132898	071288C	35	75	35_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_75.svg
121.49	19.62	89	83	-176	359	86	-7	1.72	24	5.457018965	071688F	85	-175	85_-175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\85_-175.svg
121.91	20.06	159	81	2	69	89	171	7.07	24	5.866279609	071788A	80	0	80_0	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_0.svg
121.35	23.53	237	33	121	21	62	71	8.14	24	5.907082937	072088E	35	120	35_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_120.svg
123.15	7.84	129	78	7	37	83	168	1.14	24	5.337936568	072688B	80	5	80_5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_5.svg
119.26	15.04	331	37	61	186	58	110	3.79	23	5.019092807	080788A	35	60	35_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_60.svg
125.36	10.44	160	10	-153	43	86	-81	5.94	23	5.149190963	080788C	10	-155	10_-155	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_-155.svg
120.45	13.55	339	15	160	88	85	76	2.25	24	5.534788345	080888A	15	160	15_160	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_160.svg
121.96	24.11	19	33	129	155	65	68	6.09	23	5.156411528	080988C	35	130	35_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_130.svg
121.15	21.85	235	52	23	130	72	140	1.5	24	5.417394173	081188B	50	25	50_25	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_25.svg
125.6	4.65	276	40	-150	162	71	-54	5.2	24	5.777335562	081388A	40	-150	40_-150	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-150.svg
126.56	8.44	177	42	74	18	50	104	1.65	25	6.111655963	081588A	40	75	40_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_75.svg
122.25	24.38	28	27	131	164	70	71	2.56	24	5.572159977	081988A	25	130	25_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_130.svg
127.61	8.76	167	39	18	63	79	127	4.96	23	5.096987784	082188F	40	20	40_20	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_20.svg
122.43	23.63	266	29	95	80	61	87	3.49	23	4.995216951	082888A	30	95	30_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_95.svg
126.72	7.46	109	43	17	6	78	131	13.28	23	5.38213205	083088A	45	15	45_15	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_15.svg
122.01	24.17	18	45	105	178	47	76	1.18	24	5.347921338	091888A	45	105	45_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_105.svg
126.67	10.55	192	32	113	345	61	76	1.72	24	5.457018965	092688D	30	115	30_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_115.svg
126.98	4.33	10	42	82	200	48	97	9.31	24	5.945966454	100888D	40	80	40_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_80.svg
126.74	4.2	200	42	109	355	51	73	1.19	24	5.350364641	100988B	40	110	40_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_110.svg
121.52	21.65	159	62	-1	249	89	-152	13.32	24	6.049669483	101688C	60	0	60_0	C:\OSGeo4W64\apps\qgis\svg\zfocmech\60_0.svg
120.42	13.31	321	40	82	152	50	97	6.93	23	5.193822156	110388A	40	80	40_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_80.svg
126.75	7.37	159	29	67	5	64	102	1.52	24	5.421229059	110588C	30	65	30_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_65.svg
126.09	25.69	55	10	95	230	80	89	9.06	24	5.938085465	110788B	10	95	10_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_95.svg
122.13	11.38	338	6	-44	112	86	-94	4.38	24	5.727649407	110788D	5	-45	5_-45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\5_-45.svg
124.57	12.58	128	51	-8	223	84	-141	9.41	25	6.615726416	111788B	50	-10	50_-10	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_-10.svg
126.16	7.41	115	11	24	2	85	100	1.75	24	5.462025366	111788C	10	25	10_25	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_25.svg
120.55	18.84	211	49	123	346	51	58	7.16	23	5.203275348	120388B	50	125	50_125	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_125.svg
121.74	19.88	8	87	1	278	89	177	5.15	24	5.774538153	120488B	85	0	85_0	C:\OSGeo4W64\apps\qgis\svg\zfocmech\85_0.svg
125.09	13.72	184	46	-130	54	57	-57	4.51	23	5.069451028	121288C	45	-130	45_-130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-130.svg
118.62	6.14	224	29	-62	13	65	-104	6.09	23	5.156411528	121488B	30	-60	30_-60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_-60.svg
122.82	24.01	205	59	-33	314	62	-144	6.14	23	5.158778914	122788B	60	-35	60_-35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\60_-35.svg
121	19.85	346	39	47	217	63	119	11.07	23	5.329431747	010689A	40	45	40_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_45.svg
127.1	5.12	172	17	123	319	76	81	2.74	24	5.591833709	021389C	15	125	15_125	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_125.svg
124.37	14.12	156	10	94	332	80	89	3.59	24	5.670062966	022489B	10	95	10_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_95.svg
125.79	4.77	311	55	41	195	58	137	4.14	24	5.711333561	030889C	55	40	55_40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_40.svg
120.39	13.42	132	37	67	339	57	106	1.8	24	5.47018167	031689C	35	65	35_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_65.svg
124.67	23.96	244	28	108	43	63	81	10.52	23	5.31467716	032089B	30	110	30_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_110.svg
121.57	19.35	46	20	99	216	70	87	2.72	24	5.589712603	032689A	20	100	20_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_100.svg
122.96	24.62	22	24	37	258	76	110	11.48	23	5.339961259	040489A	25	35	25_35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_35.svg
122.25	23.93	341	51	134	103	56	49	6.53	23	5.176608788	051589A	50	135	50_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_135.svg
125.88	8.21	96	33	4	3	88	123	1.31	24	5.378180864	051789D	35	5	35_5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_5.svg
125.76	5.55	82	38	57	301	59	113	6.91	23	5.192985365	060789B	40	55	40_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_55.svg
125.48	5.65	8	57	156	112	70	36	7.74	23	5.225827307	070489A	55	155	55_155	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_155.svg
126.73	4.31	119	53	-35	232	62	-138	5.58	23	5.131089466	070589A	55	-35	55_-35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-35.svg
126.92	7.69	3	53	26	257	69	140	1.41	24	5.399479408	070689B	55	25	55_25	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_25.svg
121.8	22.86	323	67	-7	56	84	-157	4.83	25	6.422631421	080389E	65	-5	65_-5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_-5.svg
121.02	11.97	42	56	-177	310	87	-34	9.24	23	5.277114647	080489A	55	-175	55_-175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-175.svg
124.22	5.92	339	20	101	148	71	86	15.25	24	6.088846562	081089A	20	100	20_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_100.svg
123.89	5.91	348	36	121	130	60	69	12.75	23	5.370340123	081089B	35	120	35_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_120.svg
124.29	5.88	357	34	119	143	61	72	4.44	24	5.731588647	081089D	35	120	35_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_120.svg
125.68	8.74	242	47	-120	102	51	-62	7.42	24	5.88026927	081289C	45	-120	45_-120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-120.svg
122.27	23.85	291	18	120	79	75	81	2.82	25	6.266832739	082189F	20	120	20_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_120.svg
127.49	5.74	192	41	75	31	50	103	5.37	23	5.119982857	083089C	40	75	40_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_75.svg
124.65	25.41	99	54	-46	221	54	-133	9.44	23	5.283314663	090289C	55	-45	55_-45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-45.svg
124.78	25.61	191	59	177	282	87	31	1.77	24	5.465315511	090389A	60	175	60_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\60_175.svg
127.75	4.4	208	38	83	37	52	95	4.54	24	5.738037235	090589A	40	85	40_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_85.svg
127.44	10.13	348	46	46	222	59	126	5.64	23	5.134186069	091589B	45	45	45_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_45.svg
121.79	22.2	60	53	167	157	80	38	1.96	24	5.494837381	092389B	55	165	55_165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_165.svg
126.63	10.65	9	30	-50	144	68	-110	10.78	23	5.321745841	100289A	30	-50	30_-50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_-50.svg
125.66	11.63	173	58	13	76	79	147	8.19	23	5.242189268	100789C	60	15	60_15	C:\OSGeo4W64\apps\qgis\svg\zfocmech\60_15.svg
120.67	19.14	12	35	67	220	58	105	9.68	23	5.290583572	101589C	35	65	35_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_65.svg
127.55	7.99	211	44	119	354	52	65	8.66	23	5.258345261	101989B	45	120	45_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_120.svg
126.57	4.91	47	55	140	163	59	43	10.18	23	5.305165185	110389A	55	140	55_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_140.svg
126.69	9.1	157	22	67	1	69	99	12.94	23	5.374622851	110589C	20	65	20_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_65.svg
124.85	25.64	271	60	-35	20	60	-145	1.87	24	5.481227738	110689B	60	-35	60_-35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\60_-35.svg
126.39	9.99	266	9	142	33	84	83	12.23	23	5.358284305	111489D	10	140	10_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_140.svg
124.95	6.36	303	65	-26	45	66	-152	1.51	24	5.419317965	112589C	65	-25	65_-25	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_-25.svg
126.13	9.47	205	35	135	335	66	64	1.98	25	6.16444346	120889C	35	135	35_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_135.svg
126.96	7.88	176	34	66	25	59	106	2.37	27	7.549832231	121589B	35	65	35_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_65.svg
127.29	7.54	194	39	101	0	52	81	1.83	24	5.474967393	121689A	40	100	40_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_100.svg
126.98	8.17	214	25	130	351	71	74	2.44	24	5.558259884	121689B	25	130	25_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_130.svg
127.01	8.35	155	13	19	46	86	103	2.88	24	5.606261659	121789D	15	20	15_20	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_20.svg
127.07	8.11	225	43	136	350	62	56	9.11	24	5.939678918	121789E	45	135	45_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_135.svg
127.61	7.68	334	50	50	207	54	127	1.99	24	5.499235384	121989A	50	50	50_50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_50.svg
127.38	7.83	214	50	141	331	61	47	1.69	24	5.45192447	121989B	50	140	50_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_140.svg
127.11	8.08	174	26	81	5	65	94	6.77	25	6.520392446	122089A	25	80	25_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_80.svg
127.09	7.64	215	50	138	335	59	49	5.43	24	5.789866553	122089C	50	140	50_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_140.svg
127.89	8.27	342	25	-76	146	66	-96	3.33	24	5.648296156	010290A	25	-75	25_-75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_-75.svg
126.42	4.77	207	33	111	2	59	77	4.66	24	5.745590611	011290B	35	110	35_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_110.svg
125.28	12.71	166	25	110	324	67	81	6.82	23	5.189189583	011390B	25	110	25_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_110.svg
121.68	19.69	89	67	160	187	71	24	1.25	24	5.364606675	012390B	65	160	65_160	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_160.svg
118.69	14.61	41	20	133	176	76	76	8.49	24	5.919271793	012490A	20	135	20_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_135.svg
126.94	7.57	234	21	133	9	74	75	3.79	23	5.019092807	020190A	20	135	20_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_135.svg
127.18	8.06	208	36	116	357	58	72	1.83	24	5.474967393	020190B	35	115	35_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_115.svg
124.85	9.79	237	36	87	61	54	92	1.55	26	6.760221132	020890A	35	85	35_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_85.svg
124.86	9.71	238	34	94	53	56	87	8.77	25	6.595333062	020890B	35	95	35_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_95.svg
127.56	4.01	195	51	177	287	88	39	6.11	23	5.157360807	030790A	50	175	50_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_175.svg
122.25	4.3	272	4	6	176	90	94	4.42	24	5.730281513	031490B	5	5	5_5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\5_5.svg
127.16	7.82	339	40	-104	177	52	-78	6.53	23	5.176608788	032590C	40	-105	40_-105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-105.svg
125.74	9.04	345	61	5	252	85	151	8.03	24	5.903143697	032690A	60	5	60_5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\60_5.svg
121.64	20.1	299	24	41	170	75	109	2.58	24	5.574413137	033090A	25	40	25_40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_40.svg
126.92	7.74	194	43	81	26	48	98	1.36	24	5.389025939	041490A	45	80	45_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_80.svg
126.34	9.62	271	55	3	180	88	145	8.21	23	5.242895438	043090B	55	5	55_5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_5.svg
120.42	20.4	246	55	-30	354	66	-141	7.54	23	5.218247564	052390B	55	-30	55_-30	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-30.svg
120.54	16.23	76	39	-110	281	53	-75	7.62	23	5.221303314	052990A	40	-110	40_-110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-110.svg
126.27	6.2	236	52	151	345	68	41	4.99	24	5.765400364	061390B	50	150	50_150	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_150.svg
121.86	11.7	224	78	-169	132	79	-13	4.68	26	7.080163902	061490B	80	-170	80_-170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_-170.svg
121.95	11.52	183	47	168	281	81	43	1.78	24	5.466946668	061490D	45	170	45_170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_170.svg
125.65	4.1	295	25	-160	187	82	-66	2.21	24	5.529594849	061790C	25	-160	25_-160	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_-160.svg
125.45	4.41	258	71	170	352	81	19	10.73	23	5.320399815	061890B	70	170	70_170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_170.svg
122.13	17.81	227	55	155	332	69	38	1.44	24	5.405574995	062190B	55	155	55_155	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_155.svg
124.19	24.96	120	43	175	214	86	47	3.12	24	5.629436396	070490A	45	175	45_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_175.svg
120.73	11.83	35	56	-171	300	83	-34	4.66	24	5.745590611	070790A	55	-170	55_-170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-170.svg
121.23	15.97	243	86	178	333	88	4	4.07	27	7.706396273	071690A	85	180	85_180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\85_180.svg
121.29	23.73	233	40	40	110	65	123	4.17	24	5.713424037	071690B	40	40	40_40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_40.svg
120.55	16.35	291	45	-59	71	53	-117	1.45	24	5.407578668	071690C	45	-60	45_-60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-60.svg
120.98	16.22	58	79	-176	327	86	-11	1.33	24	5.382567761	071790B	80	-175	80_-175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_-175.svg
120.93	16.46	45	83	180	135	90	7	1.45	25	6.074245335	071790C	85	180	85_180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\85_180.svg
121.19	16.36	213	41	82	44	50	97	6.24	25	6.496789726	071790D	40	80	40_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_80.svg
120.72	16.19	214	39	85	41	51	94	2.55	24	5.571026787	071890B	40	85	40_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_85.svg
120.97	16.34	69	50	-165	329	79	-41	4.76	24	5.751737968	072090B	50	-165	50_-165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_-165.svg
120.4	17.12	242	57	177	333	88	33	3.93	24	5.6962617	072190A	55	175	55_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_175.svg
121.05	16.42	357	23	26	243	80	111	1.37	24	5.391147045	072290B	25	25	25_25	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_25.svg
120.62	16.62	35	14	135	169	80	80	2.73	24	5.590775098	072390A	15	135	15_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_135.svg
122.34	11.21	206	64	176	297	87	26	2.73	24	5.590775098	072390D	65	175	65_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_175.svg
119.69	16.05	287	59	-31	34	64	-145	1.56	24	5.428749732	072390F	60	-30	60_-30	C:\OSGeo4W64\apps\qgis\svg\zfocmech\60_-30.svg
120.64	16.07	249	45	-90	69	45	-90	4.27	23	5.053618583	080690A	45	-90	45_-90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-90.svg
121.11	16.54	273	45	-90	93	45	-90	3.94	23	5.030330815	081190C	45	-90	45_-90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-90.svg
121.77	22.42	240	90	-180	330	90	0	1.62	24	5.439676676	082190C	90	-180	90_-180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\90_-180.svg
126.9	8.87	204	40	99	12	51	82	4.95	24	5.763070133	090590A	40	100	40_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_100.svg
120.42	22.24	345	27	57	201	68	105	5.42	24	5.789332858	091190A	25	55	25_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_55.svg
126.39	6.62	224	17	139	353	79	77	1.37	24	5.391147045	091290B	15	140	15_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_140.svg
119.06	15.17	335	12	45	200	82	98	3.32	24	5.647425389	092290A	10	45	10_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_45.svg
125.02	24.15	238	19	112	35	72	83	1.82	25	6.140047592	093090D	20	110	20_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_110.svg
127.02	8.09	163	42	55	26	57	118	3.62	25	6.339139047	102590C	40	55	40_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_55.svg
125.46	5.69	158	43	69	6	50	109	3.55	24	5.666818902	110790A	45	70	45_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_70.svg
121.83	24.1	210	11	113	7	80	86	2.04	24	5.506420112	111190D	10	115	10_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_115.svg
126.04	6.01	191	8	120	341	83	86	1.89	24	5.484307869	112390B	10	120	10_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_120.svg
121.47	23.9	225	19	85	50	71	92	3.18	25	6.30161808	121390B	20	85	20_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_85.svg
121.84	23.89	212	23	104	17	68	84	3.63	25	6.33993775	121390D	25	105	25_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_105.svg
122.12	23.81	212	14	95	26	76	89	8.82	24	5.93031239	121390F	15	95	15_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_95.svg
121.73	23.56	241	9	133	17	83	84	10.4	23	5.31135556	121490A	10	135	10_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_135.svg
121.29	24.09	202	5	94	19	85	90	1.21	24	5.355190247	121890C	5	95	5_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\5_95.svg
121.91	23.95	190	15	72	28	75	95	2.76	24	5.593939388	121990A	15	70	15_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_70.svg
122.2	23.78	197	21	84	24	69	92	1.83	24	5.474967393	121990D	20	85	20_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_85.svg
